ID,SchYear,State,Sport,Boys_Schools,Girls_Schools,Boys_Participation,Girls_Participation
46057,2015/2016,MS,"Dance Team, High Kick",0,50,0,320
46058,2015/2016,MS,"Dance Team, Jazz",0,25,0,240
46059,2015/2016,MS,Dance/Drill,0,50,0,498
46060,2015/2016,MS,Decathlon,0,0,0,0
46061,2015/2016,MS,Canoe Paddling,0,0,0,0
46062,2015/2016,MS,Cycling,0,0,0,0
46063,2015/2016,MS,Drill Team,0,0,0,0
46064,2015/2016,MS,Equestrian,0,0,0,0
46065,2015/2016,MS,Fencing,0,0,0,0
46066,2015/2016,MS,Field Hockey,0,0,0,0
46067,2015/2016,MS,Flag Football,0,0,0,0
46068,2015/2016,MS,Football -- 11-Player,246,0,22430,0
46069,2015/2016,MS,Football -- 6-player,0,0,0,0
46070,2015/2016,MS,Football -- 8-player,2,0,43,0
46071,2015/2016,MS,Football -- 9-player,0,0,0,0
46072,2015/2016,MS,Figure Skating,0,0,0,0
46073,2015/2016,MS,Golf,179,121,2300,448
46074,2015/2016,MS,Gymnastics,0,0,0,0
46075,2015/2016,MS,Heptathlon,0,0,0,0
46076,2015/2016,MS,Ice Hockey,0,0,0,0
46077,2015/2016,MS,Judo,0,0,0,0
46078,2015/2016,MS,Kayaking,0,0,0,0
46079,2015/2016,MS,Lacrosse,0,0,0,0
46080,2015/2016,MS,Mixed 6-Coed Volleyball,0,0,0,0
46081,2015/2016,MS,Mt. Biking,0,0,0,0
46082,2015/2016,MS,Martial Arts,0,0,0,0
46083,2015/2016,MS,Native Youth Olympics,0,0,0,0
46084,2015/2016,MS,None,0,0,0,0
46085,2015/2016,MS,Pentathlon,0,0,0,0
46086,2015/2016,MS,Riflery,0,0,0,0
46087,2015/2016,MS,Rock Climbing,0,0,0,0
46088,2015/2016,MS,Rodeo,0,0,0,0
46089,2015/2016,MS,RUGBY,0,0,0,0
46090,2015/2016,MS,Rythmic Gymnastics,0,0,0,0
46091,2015/2016,MS,sailing,0,0,0,0
46092,2015/2016,MS,Roller Hockey,0,0,0,0
46093,2015/2016,MS,Skiing -- Alpine,0,0,0,0
46094,2015/2016,MS,Skiing -- Cross Country,0,0,0,0
46095,2015/2016,MS,Snowboarding,0,0,0,0
46096,2015/2016,MS,Soccer,136,135,4010,2690
46097,2015/2016,MS,Soft Tennis,0,0,0,0
46098,2015/2016,MS,Softball -- Fast Pitch,0,230,0,4820
46099,2015/2016,MS,Softball -- Slow Pitch,0,150,0,2180
46100,2015/2016,MS,Surfing,0,0,0,0
46101,2015/2016,MS,Sand Volleyball,0,0,0,0
46102,2015/2016,MS,Squash,0,0,0,0
46103,2015/2016,MS,Swimming & Diving,68,68,1790,1675
46104,2015/2016,MS,Synchronized Swimming,0,0,0,0
46105,2015/2016,MS,Team Tennis,190,190,2260,1901
46106,2015/2016,MS,Tennis,190,190,2260,1901
46107,2015/2016,MS,Track and Field -- Indoor,15,15,285,200
46108,2015/2016,MS,Track and Field -- Outdoor,250,250,8300,5400
46109,2015/2016,MS,Volleyball,0,92,0,2265
46110,2015/2016,MS,Water Polo,0,0,0,0
46111,2015/2016,MS,Trap Shooting,0,0,0,0
46112,2015/2016,MS,Ultimate Frisbee,0,0,0,0
46113,2015/2016,MS,Weight Lifting,198,108,4494,1055
46114,2015/2016,MS,Wrestling,2,0,25,0
46279,2015/2016,OH,Adapted Basketball,0,0,0,0
46280,2015/2016,OH,Adapted Bowling,3,3,37,31
46281,2015/2016,OH,Adapted Floor Hockey,0,0,0,0
46282,2015/2016,OH,Adapted Soccer,3,2,62,53
46283,2015/2016,OH,Adapted Softball,0,2,0,63
46284,2015/2016,OH,Adapted Track,0,0,0,0
46285,2015/2016,OH,Adapted Bocce - Indoor,0,0,0,0
46286,2015/2016,OH,Adapted Volleyball,0,0,0,0
46287,2015/2016,OH,Adaptive Golf,0,0,0,0
46288,2015/2016,OH,Adaptive Corn Toss,0,0,0,0
46289,2015/2016,OH,Air Riflery,0,0,0,0
46290,2015/2016,OH,Archery,8,8,175,105
46291,2015/2016,OH,Badminton,0,1,0,48
46292,2015/2016,OH,Baseball,759,8,22650,137
46293,2015/2016,OH,Basketball,791,744,23609,16118
46294,2015/2016,OH,Bowling,360,344,4035,3252
46295,2015/2016,OH,Bocce - Outdoor,0,0,0,0
46296,2015/2016,OH,Adaptive Tennis,0,0,0,0
46297,2015/2016,OH,Adaptive Strength Training,0,0,0,0
46298,2015/2016,OH,Adaptive Handball,0,0,0,0
46299,2015/2016,OH,Competitive Spirit Squad,24,106,314,1859
46300,2015/2016,OH,Crew,11,11,405,237
46301,2015/2016,OH,Cross Country,694,675,10783,9355
46302,2015/2016,OH,DANCE,0,132,0,2006
46303,2015/2016,OH,"Dance Team, High Kick",0,0,0,0
46304,2015/2016,OH,"Dance Team, Jazz",0,0,0,0
46305,2015/2016,OH,Dance/Drill,0,0,0,0
46306,2015/2016,OH,Decathlon,0,1,0,10
46307,2015/2016,OH,Canoe Paddling,0,0,0,0
46308,2015/2016,OH,Cycling,0,0,0,0
46309,2015/2016,OH,Drill Team,0,66,0,950
46310,2015/2016,OH,Equestrian,1,2,5,6
46311,2015/2016,OH,Fencing,4,5,33,64
46312,2015/2016,OH,Field Hockey,2,36,36,1126
46313,2015/2016,OH,Flag Football,1,0,73,0
46314,2015/2016,OH,Football -- 11-Player,694,24,42595,245
46315,2015/2016,OH,Football -- 6-player,1,0,46,0
46316,2015/2016,OH,Football -- 8-player,0,0,0,0
46317,2015/2016,OH,Football -- 9-player,5,0,240,0
46318,2015/2016,OH,Figure Skating,0,0,0,0
46319,2015/2016,OH,Golf,688,479,7241,3057
46320,2015/2016,OH,Gymnastics,12,134,107,888
46321,2015/2016,OH,Heptathlon,0,0,0,0
46322,2015/2016,OH,Ice Hockey,86,16,2293,23
46323,2015/2016,OH,Judo,0,0,0,0
46324,2015/2016,OH,Kayaking,0,0,0,0
46325,2015/2016,OH,Lacrosse,110,102,4540,3296
46326,2015/2016,OH,Mixed 6-Coed Volleyball,0,0,0,0
46327,2015/2016,OH,Mt. Biking,0,0,0,0
46328,2015/2016,OH,Martial Arts,0,0,0,0
46329,2015/2016,OH,Native Youth Olympics,0,0,0,0
46330,2015/2016,OH,None,0,0,0,0
46331,2015/2016,OH,Pentathlon,0,0,0,0
46332,2015/2016,OH,Riflery,2,2,23,18
46333,2015/2016,OH,Rock Climbing,0,0,0,0
46334,2015/2016,OH,Rodeo,0,0,0,0
46335,2015/2016,OH,RUGBY,0,0,0,0
46336,2015/2016,OH,Rythmic Gymnastics,0,1,0,5
46337,2015/2016,OH,sailing,0,0,0,0
46338,2015/2016,OH,Roller Hockey,0,0,0,0
46339,2015/2016,OH,Skiing -- Alpine,1,1,36,11
46340,2015/2016,OH,Skiing -- Cross Country,1,1,14,12
46341,2015/2016,OH,Snowboarding,1,2,5,18
46342,2015/2016,OH,Soccer,558,553,16411,14547
46343,2015/2016,OH,Soft Tennis,4,4,59,61
46344,2015/2016,OH,Softball -- Fast Pitch,57,684,1258,15116
46345,2015/2016,OH,Softball -- Slow Pitch,0,11,0,268
46346,2015/2016,OH,Surfing,0,0,0,0
46347,2015/2016,OH,Sand Volleyball,0,0,0,0
46348,2015/2016,OH,Squash,0,0,0,0
46349,2015/2016,OH,Swimming & Diving,365,381,4991,6060
46350,2015/2016,OH,Synchronized Swimming,3,4,35,89
46351,2015/2016,OH,Team Tennis,0,0,0,0
46352,2015/2016,OH,Tennis,402,413,5733,6381
46353,2015/2016,OH,Track and Field -- Indoor,168,172,2648,2460
46354,2015/2016,OH,Track and Field -- Outdoor,759,751,24464,21861
46355,2015/2016,OH,Volleyball,111,709,2658,17960
46356,2015/2016,OH,Water Polo,10,7,223,128
46357,2015/2016,OH,Trap Shooting,0,0,0,0
46358,2015/2016,OH,Ultimate Frisbee,0,0,0,0
46359,2015/2016,OH,Weight Lifting,32,25,1004,1855
46360,2015/2016,OH,Wrestling,585,55,11114,195
46361,2015/2016,VT,Adapted Basketball,3,3,25,14
46362,2015/2016,VT,Adapted Bowling,3,3,36,30
46363,2015/2016,VT,Adapted Floor Hockey,0,0,0,0
46364,2015/2016,VT,Adapted Soccer,1,1,14,6
46365,2015/2016,VT,Adapted Softball,0,0,0,0
46366,2015/2016,VT,Adapted Track,0,0,0,0
46367,2015/2016,VT,Adapted Bocce - Indoor,0,0,0,0
46368,2015/2016,VT,Adapted Volleyball,0,0,0,0
46369,2015/2016,VT,Adaptive Golf,0,0,0,0
46370,2015/2016,VT,Adaptive Corn Toss,0,0,0,0
46371,2015/2016,VT,Air Riflery,0,0,0,0
46372,2015/2016,VT,Archery,1,0,4,0
46373,2015/2016,VT,Badminton,0,0,0,0
46374,2015/2016,VT,Baseball,50,6,908,65
46375,2015/2016,VT,Basketball,53,53,1042,842
46376,2015/2016,VT,Bowling,8,7,51,32
46377,2015/2016,VT,Bocce - Outdoor,0,0,0,0
46378,2015/2016,VT,Adaptive Tennis,0,0,0,0
46379,2015/2016,VT,Adaptive Strength Training,0,0,0,0
46380,2015/2016,VT,Adaptive Handball,0,0,0,0
46381,2015/2016,VT,Competitive Spirit Squad,2,27,6,100
46382,2015/2016,VT,Crew,0,0,0,0
46383,2015/2016,VT,Cross Country,53,39,396,321
46384,2015/2016,VT,DANCE,4,20,8,212
46385,2015/2016,VT,"Dance Team, High Kick",0,0,0,0
46386,2015/2016,VT,"Dance Team, Jazz",1,2,1,27
46387,2015/2016,VT,Dance/Drill,0,0,0,0
46388,2015/2016,VT,Decathlon,2,2,12,4
46389,2015/2016,VT,Canoe Paddling,0,0,0,0
46390,2015/2016,VT,Cycling,0,0,0,0
46391,2015/2016,VT,Drill Team,1,1,15,5
46392,2015/2016,VT,Equestrian,0,0,0,0
46393,2015/2016,VT,Fencing,0,0,0,0
46394,2015/2016,VT,Field Hockey,2,26,30,580
46395,2015/2016,VT,Flag Football,0,0,0,0
46396,2015/2016,VT,Football -- 11-Player,28,6,1035,106
46397,2015/2016,VT,Football -- 6-player,0,0,0,0
46398,2015/2016,VT,Football -- 8-player,0,0,0,0
46399,2015/2016,VT,Football -- 9-player,0,0,0,0
46400,2015/2016,VT,Figure Skating,0,0,0,0
46401,2015/2016,VT,Golf,39,25,235,96
46402,2015/2016,VT,Gymnastics,1,8,2,28
46403,2015/2016,VT,Heptathlon,0,3,0,9
46404,2015/2016,VT,Ice Hockey,21,18,325,230
46405,2015/2016,VT,Judo,0,0,0,0
46406,2015/2016,VT,Kayaking,0,0,0,0
46407,2015/2016,VT,Lacrosse,31,25,731,545
46408,2015/2016,VT,Mixed 6-Coed Volleyball,0,0,0,0
46409,2015/2016,VT,Mt. Biking,0,0,0,0
46410,2015/2016,VT,Martial Arts,0,0,0,0
46411,2015/2016,VT,Native Youth Olympics,0,0,0,0
46412,2015/2016,VT,None,0,0,0,0
46413,2015/2016,VT,Pentathlon,0,0,0,0
46414,2015/2016,VT,Riflery,0,0,0,0
46415,2015/2016,VT,Rock Climbing,0,0,0,0
46416,2015/2016,VT,Rodeo,0,0,0,0
46417,2015/2016,VT,RUGBY,1,1,14,11
46418,2015/2016,VT,Rythmic Gymnastics,0,0,0,0
46419,2015/2016,VT,sailing,0,1,0,4
46420,2015/2016,VT,Roller Hockey,0,0,0,0
46421,2015/2016,VT,Skiing -- Alpine,17,17,133,110
46422,2015/2016,VT,Skiing -- Cross Country,30,30,212,351
46423,2015/2016,VT,Snowboarding,11,10,65,36
46424,2015/2016,VT,Soccer,53,53,1269,1183
46425,2015/2016,VT,Soft Tennis,0,0,0,0
46426,2015/2016,VT,Softball -- Fast Pitch,1,51,22,719
46427,2015/2016,VT,Softball -- Slow Pitch,2,0,28,0
46428,2015/2016,VT,Surfing,0,0,0,0
46429,2015/2016,VT,Sand Volleyball,0,0,0,0
46430,2015/2016,VT,Squash,0,0,0,0
46431,2015/2016,VT,Swimming & Diving,2,2,10,19
46432,2015/2016,VT,Synchronized Swimming,0,0,0,0
46433,2015/2016,VT,Team Tennis,5,6,50,99
46434,2015/2016,VT,Tennis,17,21,175,286
46435,2015/2016,VT,Track and Field -- Indoor,22,22,219,170
46436,2015/2016,VT,Track and Field -- Outdoor,49,49,544,514
46437,2015/2016,VT,Volleyball,3,7,33,113
46438,2015/2016,VT,Water Polo,0,0,0,0
46439,2015/2016,VT,Trap Shooting,0,0,0,0
46440,2015/2016,VT,Ultimate Frisbee,0,0,0,0
46441,2015/2016,VT,Weight Lifting,19,2,190,10
46442,2015/2016,VT,Wrestling,19,6,161,11
46443,2015/2016,MA,Adaptive Golf,0,0,0,0
46444,2015/2016,MA,Adaptive Corn Toss,0,0,0,0
46445,2015/2016,MA,Adaptive Tennis,0,0,0,0
46446,2015/2016,MA,Adaptive Strength Training,0,0,0,0
46447,2015/2016,MA,Adaptive Handball,0,0,0,0
46448,2015/2016,MA,Figure Skating,0,0,0,0
46449,2015/2016,MA,Martial Arts,0,0,0,0
46450,2015/2016,MA,Rock Climbing,0,0,0,0
46451,2015/2016,MA,Roller Hockey,0,0,0,0
46452,2015/2016,MA,Sand Volleyball,0,0,0,0
46453,2015/2016,MA,Squash,0,0,0,0
46454,2015/2016,MA,Trap Shooting,0,0,0,0
46455,2015/2016,MA,Ultimate Frisbee,0,0,0,0
46456,2015/2016,WA,Adaptive Golf,0,0,0,0
46457,2015/2016,WA,Adaptive Corn Toss,0,0,0,0
46458,2015/2016,WA,Adaptive Tennis,0,0,0,0
46459,2015/2016,WA,Adaptive Strength Training,0,0,0,0
46460,2015/2016,WA,Adaptive Handball,0,0,0,0
46461,2015/2016,WA,Figure Skating,0,0,0,0
46462,2015/2016,WA,Martial Arts,0,0,0,0
46463,2015/2016,WA,Rock Climbing,0,0,0,0
46464,2015/2016,WA,Roller Hockey,0,0,0,0
46465,2015/2016,WA,Sand Volleyball,0,0,0,0
46466,2015/2016,WA,Squash,0,0,0,0
46467,2015/2016,WA,Trap Shooting,0,0,0,0
46468,2015/2016,WA,Ultimate Frisbee,0,0,0,0
46469,2015/2016,WY,Adaptive Golf,0,0,0,0
46470,2015/2016,WY,Adaptive Corn Toss,0,0,0,0
46471,2015/2016,WY,Adaptive Tennis,0,0,0,0
46472,2015/2016,WY,Adaptive Strength Training,0,0,0,0
46473,2015/2016,WY,Adaptive Handball,0,0,0,0
46474,2015/2016,WY,Figure Skating,0,0,0,0
46475,2015/2016,WY,Martial Arts,0,0,0,0
46476,2015/2016,WY,Rock Climbing,0,0,0,0
46477,2015/2016,WY,Roller Hockey,0,0,0,0
46478,2015/2016,WY,Sand Volleyball,0,0,0,0
46479,2015/2016,WY,Squash,0,0,0,0
46480,2015/2016,WY,Trap Shooting,0,0,0,0
46481,2015/2016,WY,Ultimate Frisbee,0,0,0,0
46482,2015/2016,OK,Adapted Basketball,0,0,0,0
46483,2015/2016,OK,Adapted Bowling,0,0,0,0
46484,2015/2016,OK,Adapted Floor Hockey,0,0,0,0
46485,2015/2016,OK,Adapted Soccer,0,0,0,0
46486,2015/2016,OK,Adapted Softball,0,0,0,0
46487,2015/2016,OK,Adapted Track,0,0,0,0
46488,2015/2016,OK,Adapted Bocce - Indoor,0,0,0,0
46489,2015/2016,OK,Adapted Volleyball,0,0,0,0
46490,2015/2016,OK,Adaptive Golf,0,0,0,0
46491,2015/2016,OK,Adaptive Corn Toss,0,0,0,0
46492,2015/2016,OK,Air Riflery,0,0,0,0
46493,2015/2016,OK,Archery,0,0,0,0
46494,2015/2016,OK,Badminton,0,0,0,0
46495,2015/2016,OK,Baseball,438,16,9883,37
46496,2015/2016,OK,Basketball,473,473,10478,9247
46497,2015/2016,OK,Bowling,0,0,0,0
46498,2015/2016,OK,Bocce - Outdoor,0,0,0,0
46499,2015/2016,OK,Adaptive Tennis,0,0,0,0
46500,2015/2016,OK,Adaptive Strength Training,0,0,0,0
46501,2015/2016,OK,Adaptive Handball,0,0,0,0
46502,2015/2016,OK,Competitive Spirit Squad,71,473,101,9247
46503,2015/2016,OK,Crew,0,0,0,0
46504,2015/2016,OK,Cross Country,237,237,3390,3097
46505,2015/2016,OK,DANCE,0,0,0,0
46506,2015/2016,OK,"Dance Team, High Kick",0,0,0,0
46507,2015/2016,OK,"Dance Team, Jazz",0,0,0,0
46508,2015/2016,OK,Dance/Drill,0,0,0,0
46509,2015/2016,OK,Decathlon,0,0,0,0
46510,2015/2016,OK,Canoe Paddling,0,0,0,0
46511,2015/2016,OK,Cycling,0,0,0,0
46512,2015/2016,OK,Drill Team,0,0,0,0
46513,2015/2016,OK,Equestrian,0,0,0,0
46514,2015/2016,OK,Fencing,0,0,0,0
46515,2015/2016,OK,Field Hockey,0,0,0,0
46516,2015/2016,OK,Flag Football,0,0,0,0
46517,2015/2016,OK,Football -- 11-Player,263,14,16611,20
46518,2015/2016,OK,Football -- 6-player,0,0,0,0
46519,2015/2016,OK,Football -- 8-player,72,1,1596,1
46520,2015/2016,OK,Football -- 9-player,0,0,0,0
46521,2015/2016,OK,Figure Skating,0,0,0,0
46522,2015/2016,OK,Golf,246,199,2176,1478
46523,2015/2016,OK,Gymnastics,0,0,0,0
46524,2015/2016,OK,Heptathlon,0,0,0,0
46525,2015/2016,OK,Ice Hockey,0,0,0,0
46526,2015/2016,OK,Judo,0,0,0,0
46527,2015/2016,OK,Kayaking,0,0,0,0
46528,2015/2016,OK,Lacrosse,0,0,0,0
46529,2015/2016,OK,Mixed 6-Coed Volleyball,0,0,0,0
46530,2015/2016,OK,Mt. Biking,0,0,0,0
46531,2015/2016,OK,Martial Arts,0,0,0,0
46532,2015/2016,OK,Native Youth Olympics,0,0,0,0
46533,2015/2016,OK,None,0,0,0,0
46534,2015/2016,OK,Pentathlon,0,0,0,0
46535,2015/2016,OK,Riflery,0,0,0,0
46536,2015/2016,OK,Rock Climbing,0,0,0,0
46537,2015/2016,OK,Rodeo,0,0,0,0
46538,2015/2016,OK,RUGBY,0,0,0,0
46539,2015/2016,OK,Rythmic Gymnastics,0,0,0,0
46540,2015/2016,OK,sailing,0,0,0,0
46541,2015/2016,OK,Roller Hockey,0,0,0,0
46542,2015/2016,OK,Skiing -- Alpine,0,0,0,0
46543,2015/2016,OK,Skiing -- Cross Country,0,0,0,0
46544,2015/2016,OK,Snowboarding,0,0,0,0
46545,2015/2016,OK,Soccer,121,124,4300,3943
46546,2015/2016,OK,Soft Tennis,0,0,0,0
46547,2015/2016,OK,Softball -- Fast Pitch,0,425,0,7327
46548,2015/2016,OK,Softball -- Slow Pitch,0,299,0,4692
46549,2015/2016,OK,Surfing,0,0,0,0
46550,2015/2016,OK,Sand Volleyball,0,0,0,0
46551,2015/2016,OK,Squash,0,0,0,0
46552,2015/2016,OK,Swimming & Diving,65,68,593,842
46553,2015/2016,OK,Synchronized Swimming,0,0,0,0
46554,2015/2016,OK,Team Tennis,0,0,0,0
46555,2015/2016,OK,Tennis,107,111,1405,1489
46556,2015/2016,OK,Track and Field -- Indoor,0,0,0,0
46557,2015/2016,OK,Track and Field -- Outdoor,444,444,7169,5923
46558,2015/2016,OK,Volleyball,0,125,0,3422
46559,2015/2016,OK,Water Polo,0,0,0,0
46560,2015/2016,OK,Trap Shooting,0,0,0,0
46561,2015/2016,OK,Ultimate Frisbee,0,0,0,0
46562,2015/2016,OK,Weight Lifting,0,0,0,0
46563,2015/2016,OK,Wrestling,155,34,3785,48
46564,2015/2016,DC,Adaptive Golf,0,0,0,0
46565,2015/2016,DC,Adaptive Corn Toss,0,0,0,0
46566,2015/2016,DC,Adaptive Tennis,0,0,0,0
46567,2015/2016,DC,Adaptive Strength Training,0,0,0,0
46568,2015/2016,DC,Adaptive Handball,0,0,0,0
46569,2015/2016,DC,Figure Skating,0,0,0,0
46570,2015/2016,DC,Martial Arts,0,0,0,0
46571,2015/2016,DC,Rock Climbing,0,0,0,0
46572,2015/2016,DC,Roller Hockey,0,0,0,0
46573,2015/2016,DC,Sand Volleyball,0,0,0,0
46574,2015/2016,DC,Squash,0,0,0,0
46575,2015/2016,DC,Trap Shooting,0,0,0,0
46576,2015/2016,DC,Ultimate Frisbee,0,0,0,0
46577,2015/2016,FL,Adaptive Golf,0,0,0,0
46578,2015/2016,FL,Adaptive Corn Toss,0,0,0,0
46579,2015/2016,FL,Adaptive Tennis,0,0,0,0
46580,2015/2016,FL,Adaptive Strength Training,0,0,0,0
46581,2015/2016,FL,Adaptive Handball,0,0,0,0
46582,2015/2016,FL,Figure Skating,0,0,0,0
46583,2015/2016,FL,Martial Arts,0,0,0,0
46584,2015/2016,FL,Rock Climbing,0,0,0,0
46585,2015/2016,FL,Roller Hockey,0,0,0,0
46586,2015/2016,FL,Sand Volleyball,0,0,0,0
46587,2015/2016,FL,Squash,0,0,0,0
46588,2015/2016,FL,Trap Shooting,0,0,0,0
46589,2015/2016,FL,Ultimate Frisbee,0,0,0,0
